t,x,y
0.000000000E0,-2.289568138E-1,4.934772294E-3
3.333333333E-2,-2.333048604E-1,4.940404787E-3
6.666666667E-2,-2.408131454E-1,6.945658331E-3
1.000000000E-1,-2.478861459E-1,1.002356083E-2
1.333333333E-1,-2.557039904E-1,1.588130516E-2
1.666666667E-1,-2.655720557E-1,2.810685185E-2
2.000000000E-1,-2.776786654E-1,4.300426755E-2
2.333333333E-1,-2.967671146E-1,7.151323478E-2
2.666666667E-1,-3.141267705E-1,1.069389652E-1
3.000000000E-1,-3.266195066E-1,1.471535305E-1
3.333333333E-1,-3.306721226E-1,1.840474606E-1
3.666666667E-1,-3.284911646E-1,2.185680472E-1
4.000000000E-1,-3.220073991E-1,2.391927974E-1
4.333333333E-1,-3.147344808E-1,2.532266769E-1
4.666666667E-1,-3.129346555E-1,2.644363206E-1
5.000000000E-1,-3.165524106E-1,2.698841457E-1
5.333333333E-1,-3.231134020E-1,2.647224244E-1
5.666666667E-1,-3.298904124E-1,2.454038345E-1
6.000000000E-1,-3.341296504E-1,2.143500400E-1
6.333333333E-1,-3.318709826E-1,1.791747128E-1
6.666666667E-1,-3.241230992E-1,1.439171548E-1
7.000000000E-1,-3.102114553E-1,1.087159755E-1
7.333333333E-1,-2.926860572E-1,7.702609125E-2
7.666666667E-1,-2.738079241E-1,4.959005690E-2
8.000000000E-1,-2.542994620E-1,2.754848619E-2
8.333333333E-1,-2.425078617E-1,1.654845778E-2
8.666666667E-1,-2.334856686E-1,8.434871362E-3
9.000000000E-1,-2.293560857E-1,3.518068566E-3
9.333333333E-1,-2.340866025E-1,3.972897246E-3
9.666666667E-1,-2.419284973E-1,6.500460128E-3
1.000000000E0,-2.501751224E-1,1.013779264E-2
1.033333333E0,-2.576856127E-1,1.615653488E-2
1.066666667E0,-2.683660077E-1,2.840969050E-2
1.100000000E0,-2.811017411E-1,4.412169966E-2
1.133333333E0,-3.001591067E-1,7.262079422E-2
1.166666667E0,-3.177354489E-1,1.091854885E-1
1.200000000E0,-3.296073721E-1,1.487746615E-1
1.233333333E0,-3.343112293E-1,1.852951535E-1
1.266666667E0,-3.312381787E-1,2.233048136E-1
1.300000000E0,-3.250788468E-1,2.415713989E-1
1.333333333E0,-3.180212725E-1,2.547295514E-1
1.366666667E0,-3.177715221E-1,2.658002469E-1
1.400000000E0,-3.217598395E-1,2.685982126E-1
1.433333333E0,-3.280657273E-1,2.610575493E-1
1.466666667E0,-3.347210073E-1,2.409558105E-1
1.500000000E0,-3.375531527E-1,2.082261749E-1
1.533333333E0,-3.345934781E-1,1.751203699E-1
1.566666667E0,-3.265950532E-1,1.390227134E-1
1.600000000E0,-3.116537264E-1,1.034322448E-1
1.633333333E0,-2.931559225E-1,7.185010225E-2
1.666666667E0,-2.729225744E-1,4.467275476E-2
1.700000000E0,-2.533058653E-1,2.240856734E-2
1.733333333E0,-2.428185957E-1,1.244312075E-2
1.766666667E0,-2.338702850E-1,4.519927099E-3
1.800000000E0,-2.310645224E-1,6.730408274E-4
1.833333333E0,-2.363160658E-1,8.882145010E-4
1.866666667E0,-2.436632843E-1,2.888550301E-3
1.900000000E0,-2.518284121E-1,6.034932131E-3
1.933333333E0,-2.594348238E-1,1.196580505E-2
1.966666667E0,-2.701324958E-1,2.365278044E-2
2.000000000E0,-2.844104727E-1,4.150971807E-2
2.033333333E0,-3.044361662E-1,7.122769533E-2
2.066666667E0,-3.223406061E-1,1.080935124E-1
2.100000000E0,-3.330506080E-1,1.461706144E-1
2.133333333E0,-3.368599500E-1,1.813204240E-1
2.166666667E0,-3.339074482E-1,2.162642485E-1
2.200000000E0,-3.276415030E-1,2.341964664E-1
2.233333333E0,-3.214923186E-1,2.483882217E-1
2.266666667E0,-3.213725418E-1,2.607453858E-1
2.300000000E0,-3.259040541E-1,2.647150447E-1
2.333333333E0,-3.324052748E-1,2.570722951E-1
2.366666667E0,-3.385716891E-1,2.380184590E-1
2.400000000E0,-3.410085152E-1,2.023204211E-1
2.433333333E0,-3.369776282E-1,1.669652421E-1
2.466666667E0,-3.274248335E-1,1.316549475E-1
2.500000000E0,-3.121641012E-1,9.694481766E-2
2.533333333E0,-2.935503834E-1,6.606621459E-2
2.566666667E0,-2.733373094E-1,3.999421137E-2
2.600000000E0,-2.538552443E-1,1.942105172E-2
2.633333333E0,-2.432181950E-1,1.015727049E-2
2.666666667E0,-2.345365548E-1,1.772132798E-3
2.700000000E0,-2.321892213E-1,-1.573128325E-3
2.733333333E0,-2.381153847E-1,-8.891632704E-4
2.766666667E0,-2.461698775E-1,1.814419806E-3
2.800000000E0,-2.541020654E-1,5.516083398E-3
2.833333333E0,-2.610698786E-1,1.193714310E-2
2.866666667E0,-2.725122506E-1,2.555920293E-2
2.900000000E0,-2.855363771E-1,4.282751644E-2
2.933333333E0,-3.063869285E-1,7.366015512E-2
2.966666667E0,-3.244195499E-1,1.117069203E-1
